Application mode,Application order,Course,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,units_approved_rate_1st,units_approved_rate_2nd,Target_Graduate
13,1,3,24,10,10,0,0,1,0,0,21,17,13,9,14,0,9,11,9,8,13,-3,0.8607332321350862,0.9936181668410988,1
1,1,14,1,10,11,1,0,1,1,0,21,6,7,4,13,0,0,6,7,5,13,-3,0.864922449388345,0.8483966127015053,1
1,3,6,28,10,10,1,0,1,1,0,22,5,11,4,13,0,0,8,8,3,13,-1,0.6373945504368985,0.2852427723626626,0
15,1,8,28,6,9,1,0,1,1,1,20,6,8,6,13,0,0,6,9,5,12,2,1.0069538478235822,0.8620766559181398,0
8,1,6,3,5,9,0,0,1,0,1,18,7,7,6,12,0,0,5,7,5,11,0,0.8499784638159997,0.8705282437993687,1
14,2,12,14,10,10,0,0,1,0,0,34,7,13,2,13,0,0,7,7,0,12,-3,0.4786948260145109,0.4679498256044,0
1,1,17,28,10,6,0,0,1,1,1,24,11,11,4,11,0,0,6,9,4,11,3,0.8457081609400299,0.5037092668123897,0
3,1,9,3,12,11,1,0,1,0,0,23,5,5,2,12,0,0,5,9,2,13,0,0.9929218689995581,0.34443639271789306,0
1,5,15,3,10,6,0,0,1,0,1,19,6,7,6,12,0,0,6,10,6,11,2,1.0020875033445888,1.0026372211481094,1
13,1,3,28,7,12,0,0,0,0,0,27,6,6,2,13,0,0,6,6,5,13,-3,1.002500537148116,0.33973621210658744,0
1,1,12,27,5,10,0,0,0,0,1,23,7,14,7,14,6,0,7,8,7,12,2,0.6612875940210805,0.49705171819417,1
12,2,3,27,6,8,1,0,1,0,1,18,5,7,5,14,0,0,5,7,5,12,0,0.9946513575003572,1.0072453109097455,1
14,1,13,14,10,6,1,0,1,1,0,20,5,5,7,13,0,0,5,5,5,13,-3,0.6614912470622416,0.9994325603947276,1
1,1,12,27,6,9,1,0,1,0,1,18,7,7,7,13,0,0,8,8,8,12,1,1.0029261020550901,0.8204372130324314,1
1,1,9,1,5,6,1,0,1,0,1,19,5,8,5,14,0,0,5,11,5,13,-3,0.9855575265145838,0.806741087257516,1
1,6,7,3,5,4,1,0,1,0,0,18,8,8,5,14,0,0,8,9,6,13,0,0.9940798269082941,0.9953998870526393,0
1,1,2,14,5,9,1,0,1,1,0,19,0,0,2,13,0,0,0,0,0,0,-3,-0.012360408641541337,-0.006042035681612822,0
12,1,5,1,6,11,0,0,1,1,0,21,6,13,6,11,0,0,6,11,5,12,0,0.8465866114501185,0.8215725345611938,1
1,1,3,14,5,11,0,0,1,0,0,23,6,9,5,11,0,0,6,7,5,13,0,0.6470829769215221,0.6360800503003583,0
12,1,11,27,10,7,0,0,1,1,0,47,5,8,5,11,0,0,6,19,5,11,-3,0.6515137192190967,0.8358135964218195,0
14,1,17,27,10,10,0,0,1,1,1,38,5,8,5,13,1,0,5,8,3,11,0,0.9954927658125653,0.998475943376019,0
8,3,12,27,10,10,1,0,1,0,1,19,8,7,5,11,0,0,8,8,8,13,-3,0.9926629010519104,0.8416127362864578,1
8,5,9,27,10,8,1,1,0,0,0,34,5,6,2,10,0,0,5,9,2,10,2,0.423857991533065,-0.012079461564619729,0
1,1,12,1,8,6,0,0,1,0,1,21,8,9,7,12,0,0,8,11,8,13,2,0.8264862672355331,0.8332355822137993,1
1,1,10,27,8,7,0,0,1,0,1,18,6,8,4,12,0,0,5,5,5,12,0,0.8576436411159319,0.8301498043886358,0
1,1,10,1,10,9,1,0,1,1,1,18,6,6,6,11,0,0,6,7,5,13,2,1.0025807657292543,1.0089512918599635,1
12,1,3,27,8,1,0,0,1,0,0,45,6,6,0,0,0,0,6,7,0,0,2,0.030324974790670596,0.003683190690593904,0
8,1,16,1,10,9,0,0,1,0,0,24,6,6,6,11,0,0,6,10,6,12,1,0.8389581216979896,0.8445679721988801,1
13,1,11,27,5,8,0,0,1,0,1,27,6,7,5,13,0,0,6,6,5,14,0,0.8315667207457381,1.0046820871945197,1
1,6,12,28,8,8,1,0,1,0,1,19,8,8,7,13,0,0,8,7,7,13,-3,0.8532409142348693,0.8360781989865689,1
6,1,11,1,10,3,1,1,1,1,0,20,6,15,6,12,0,4,6,10,3,10,0,0.6720535931889798,0.4178404300622759,0
1,1,9,27,10,10,1,0,1,0,0,19,5,12,5,12,1,0,5,7,5,12,1,0.794001403285349,0.8517697856049508,1
8,3,11,28,4,5,1,0,1,0,0,39,6,7,2,10,0,0,6,6,3,12,0,0.9978704389483559,0.8256329046474572,0
12,1,17,28,5,7,1,0,1,1,0,23,5,8,3,14,0,0,5,6,3,12,-3,0.6617581102778907,0.8611351391070893,0
1,4,16,14,10,8,1,0,1,0,1,18,6,8,4,11,1,0,6,9,3,13,-3,0.6866054143652615,0.40912040332647487,1
15,1,4,27,10,2,0,0,1,1,1,50,6,6,4,12,0,0,6,6,6,13,0,0.6402802907444246,0.8475508636983032,1
1,5,10,1,5,3,1,0,1,0,0,19,5,8,3,11,0,0,5,10,3,13,2,0.6770339061132954,0.8248978989040157,0
12,1,6,27,12,8,0,0,1,1,0,34,5,5,0,0,0,0,5,5,0,0,-3,0.010433812428834044,-0.008495439696089475,0
15,1,10,1,3,5,0,0,1,1,0,24,6,8,5,12,0,0,6,9,6,12,0,0.6531534576860656,0.44283363753186894,0
1,1,5,27,6,8,0,0,1,0,1,18,6,6,6,14,0,0,6,6,6,14,1,0.9986844241248453,1.0047751456542606,1
15,1,8,3,5,3,1,0,0,1,0,21,5,13,1,10,0,0,6,14,0,10,0,0.6492330969566038,0.32001776793820325,0
1,3,12,28,10,8,1,0,1,0,1,18,8,8,7,14,0,0,8,8,8,14,1,0.8368728544142033,1.0005101015716875,1
12,1,17,28,10,10,1,1,1,1,0,46,5,11,3,14,0,0,5,9,3,13,1,0.5958609784039652,0.836914664970185,0
12,1,11,14,10,11,0,0,1,1,0,36,6,11,6,12,0,0,6,7,6,12,1,1.000496058112405,0.5021167654381508,1
1,1,14,27,10,2,0,0,1,0,0,25,6,5,5,14,0,0,5,6,5,13,1,0.8175160011143233,0.83530727390712,0
8,1,14,1,7,11,0,0,1,0,0,19,5,5,6,12,0,0,5,8,5,11,0,1.0020339642733624,0.993311025039119,1
12,1,12,27,5,9,0,0,1,0,0,24,7,11,0,0,0,0,7,10,0,0,0,0.012149140362210795,0.004252144873765007,0
1,3,7,2,6,11,1,0,1,1,1,18,6,6,6,11,0,0,6,6,6,13,2,1.0005388813753475,0.9984635153470048,1
15,1,14,1,29,3,1,0,1,0,0,18,6,9,2,11,0,0,6,9,3,10,2,0.63581202487164,0.6296867219479769,0
12,1,7,1,13,4,0,1,0,1,0,38,5,5,0,0,3,0,5,5,0,0,0,0.0453596011745913,0.033831178952857824,0
1,1,2,27,6,6,1,0,1,0,1,20,6,12,2,11,0,0,6,8,6,13,0,0.20387215399221498,0.5562057995870704,0
12,1,4,9,10,29,0,0,0,1,0,27,16,20,14,14,7,10,12,20,13,10,-4,0.32678512546504374,0.42749282378077497,0
8,1,10,3,5,11,0,0,1,0,0,19,7,7,4,12,0,0,7,10,6,12,0,1.0022361313772687,1.0096133444653748,0
8,1,10,3,5,4,0,0,1,0,1,18,6,6,6,12,0,0,6,6,6,12,0,1.0007197927827247,1.010383070330894,1
14,1,14,1,10,4,0,0,1,0,0,19,5,6,4,12,6,0,6,10,6,14,0,0.8480983084687581,1.0036372083965384,0
14,1,9,3,12,8,1,0,1,0,1,29,10,8,5,11,0,0,6,8,6,13,0,0.8068666390305514,0.9903312188870288,1
14,1,2,28,5,3,1,0,1,0,1,22,11,15,10,11,0,11,12,9,8,12,-3,0.81585844605661,1.008257685130067,1
1,2,14,3,10,9,1,0,0,0,0,20,6,13,2,10,0,0,5,15,3,10,3,0.36558785397315363,0.3956202327539784,0
1,1,12,14,5,11,0,0,1,0,0,19,7,8,7,12,0,0,8,7,7,13,0,0.8595209958022136,0.8751468989400437,1
8,1,9,28,12,3,1,0,1,0,0,25,6,10,0,0,0,0,6,0,0,0,0,-0.021510547994981997,-0.00640787728972875,0
1,4,2,1,5,12,1,0,1,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0.001668263078466048,-0.0066461486491111305,0
16,1,3,3,5,11,0,0,1,0,1,22,6,20,6,14,0,0,6,6,6,15,0,0.9978595208149642,0.9959732040911087,1
1,3,12,27,2,9,1,0,1,1,0,18,8,8,7,12,0,0,8,8,7,13,0,0.6296249816831532,0.8418646519196868,0
1,1,10,1,10,11,0,0,1,1,1,20,6,7,6,12,0,0,6,10,5,13,-3,1.0122457642054001,0.84487695196768,1
1,3,16,27,6,6,1,0,1,0,0,18,6,14,4,12,0,0,6,9,5,12,0,0.6424345975733767,0.8211681787179264,1
15,1,11,1,3,4,1,1,1,1,0,42,6,12,2,0,0,0,6,10,0,0,1,0.01752631074541021,0.010592346284634117,0
1,4,5,1,4,4,1,0,1,0,0,18,6,6,6,14,0,0,6,6,6,12,-3,1.0122832865334568,1.012877681840616,0
12,1,15,3,5,3,1,0,1,1,0,34,6,6,0,0,0,0,7,5,0,0,0,0.02340001815562331,0.006841042145348208,1
1,1,4,14,5,11,0,0,1,1,0,18,6,0,0,0,0,0,6,0,-1,0,-4,0.017410278329699855,0.03538496643825643,0
12,1,3,5,7,6,0,0,1,0,0,27,7,6,6,16,0,0,6,10,6,13,-4,1.0013033555546718,0.8355832240532387,1
14,1,13,28,5,7,0,1,0,1,0,37,3,12,1,10,0,0,5,13,0,10,-3,0.2102592519396534,0.4275816494947995,0
1,1,7,1,3,2,1,0,1,0,0,19,7,7,7,14,0,0,7,7,3,14,0,0.6199882089574635,0.327827038580107,0
12,1,3,27,10,9,0,0,1,0,0,40,4,10,2,12,0,0,7,10,0,11,0,0.8451635906683731,0.8605611194717026,1
1,1,5,3,6,6,1,0,1,0,1,28,7,12,4,12,0,0,7,10,0,0,0,0.30169318078705804,-0.0004997991742313585,0
14,2,5,1,6,5,0,0,1,1,1,18,6,7,6,12,0,0,6,6,6,13,0,1.0051703520414823,1.0014638684779351,1
16,1,9,2,5,4,1,0,1,0,1,23,5,6,5,10,0,0,5,10,5,12,-4,0.9918137679559975,0.9932560660531767,0
8,1,9,27,8,6,0,0,1,0,0,22,5,5,4,13,0,0,5,6,5,12,0,0.7977714857469531,0.8420583091224657,1
12,1,9,1,5,4,1,0,1,0,0,30,5,14,5,12,0,0,5,9,4,13,-3,0.8424416693294668,0.4049912328063725,0
13,1,9,10,10,9,0,0,1,1,1,19,5,9,5,12,1,0,5,16,5,11,3,0.8233856856290745,0.37766926294795783,1
9,1,16,1,1,2,0,0,0,1,0,22,6,10,3,0,0,0,6,11,3,0,1,0.22283248437072448,0.43672395998293,0
8,3,12,27,10,7,0,0,1,0,1,19,7,7,4,12,0,0,8,9,3,13,0,1.0043008026657536,0.86017635599353,0
14,1,9,27,10,12,0,0,0,0,0,41,5,6,2,11,2,0,5,6,0,0,-1,0.636306765198701,0.002689356007011392,0
1,1,12,27,10,8,0,0,0,1,1,19,0,12,2,10,0,0,5,9,3,0,0,0.003923101169822106,-0.014989016964110365,0
8,1,15,1,10,10,0,0,1,1,0,20,6,6,6,11,0,0,6,7,6,12,-3,0.9967402917625049,0.8317724070310705,1
8,1,5,27,10,4,1,0,1,0,1,22,6,13,6,11,0,0,6,10,6,13,3,1.002066838797405,1.0022828962720083,1
12,1,3,24,1,1,0,0,1,0,0,54,6,3,0,0,0,0,6,6,0,0,0,0.002934966823648035,-0.009522962620262355,0
1,1,9,1,5,8,1,0,1,0,0,19,5,5,5,14,0,0,5,6,5,13,1,0.9952335357764794,0.9965461638942509,1
1,1,7,1,10,6,1,0,1,1,0,23,5,5,5,14,0,0,5,5,5,14,1,0.998594239083777,0.9962296088838432,0
1,2,5,14,5,2,1,0,0,0,1,18,6,6,6,12,0,0,6,7,6,13,1,1.0044473012298738,0.5463484115331705,1
14,1,14,4,29,1,1,0,1,0,0,22,6,6,6,12,0,0,6,6,3,12,1,0.9978181488923423,0.8355840427319895,0
12,1,3,27,10,5,0,0,1,0,1,39,6,15,6,12,0,0,6,7,6,12,0,1.0027892195430654,0.8638449129542373,1
1,1,10,27,6,9,1,0,1,0,1,19,6,6,6,11,0,0,6,0,2,12,-1,0.278075912950565,0.40474567720478444,0
15,1,4,14,5,2,0,0,1,1,0,23,6,13,6,11,0,4,6,9,3,12,3,0.6418573520623285,0.3512780928063932,0
8,2,9,28,5,6,1,0,1,0,0,23,5,6,2,0,0,0,5,0,0,0,0,0.013548778412628757,-0.020985997871477514,1
13,1,12,27,10,10,0,0,1,1,1,49,10,15,11,13,0,4,12,12,7,12,-1,0.670844571288783,0.40183088063769046,0
1,2,12,27,8,10,1,0,1,0,1,21,8,10,10,13,0,0,7,7,6,12,0,0.8355345489562042,1.005005318783545,1
8,3,2,3,5,4,1,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0.010761480741059653,-0.010896239509650924,0
12,1,11,27,12,12,0,0,1,1,0,42,5,11,2,12,0,0,5,17,0,11,1,0.31967969929103757,0.37249485048221675,0
1,1,14,14,10,11,0,0,1,1,0,22,6,11,6,12,0,0,6,9,5,13,2,0.671682439315316,0.8412420518432129,1
1,1,12,3,3,3,1,0,1,1,0,19,7,11,4,11,0,0,7,11,5,13,0,1.0035849681589788,0.30098366679908406,1
15,1,3,27,10,10,1,0,1,0,1,18,6,5,6,15,0,0,6,6,6,14,3,0.9971830220971316,1.006516908461332,1
1,3,12,27,10,9,1,0,0,0,0,19,7,13,7,11,0,0,8,10,7,12,3,0.8415229113844659,0.8756200010141496,0
14,1,5,2,4,3,1,0,1,1,1,19,6,11,6,11,0,0,7,8,6,13,2,1.0092217652832147,1.0073741519937627,1
1,1,12,1,10,8,1,0,1,0,1,19,8,12,7,13,6,0,8,8,8,13,-3,0.8469050123187936,0.8548863625286213,1
8,1,14,1,6,7,1,1,0,0,0,44,5,5,2,0,0,0,5,6,0,0,-3,0.3017775389454994,0.0027903793866438037,0
8,1,4,1,10,7,1,0,1,1,0,28,6,6,6,11,0,0,6,9,6,12,3,1.0019812517362467,0.45601017452344045,0
14,1,9,27,5,8,0,0,0,0,0,23,5,15,2,10,1,0,5,12,4,10,0,0.39868276794812885,0.15524353177328276,0
12,1,9,27,5,2,0,0,0,0,0,24,14,12,2,12,0,0,5,20,3,13,1,0.20258371226919802,0.4257054114730234,0
8,1,5,28,5,10,1,0,1,0,1,20,6,7,6,15,0,0,6,9,6,13,1,1.007594205637834,1.005503530451949,1
1,1,12,1,5,8,1,0,1,0,0,21,7,0,0,0,0,0,7,0,0,0,0,-0.00916590321753996,0.0029589544685774574,1
1,1,12,1,12,3,1,0,1,1,0,20,7,8,7,14,0,0,8,7,8,13,0,0.993193082073946,0.9886147142675484,0
15,1,4,1,6,5,1,0,1,1,0,19,6,12,6,13,0,0,6,7,3,13,0,1.009567811431904,0.5916207233291876,0
1,4,14,1,5,9,0,0,1,0,1,18,5,5,4,12,0,0,5,10,5,12,2,0.8176598703660307,0.8640198399031074,0
14,1,14,1,6,11,1,0,1,0,0,37,6,7,6,12,0,0,6,5,6,13,0,1.0011661693203686,0.5039165846232637,0
16,1,9,1,5,4,1,0,1,0,0,24,5,11,2,10,1,0,5,10,3,10,3,0.14978583685888824,0.23044768476896685,0
14,1,15,27,5,10,0,0,1,0,1,18,6,9,6,11,0,0,6,6,4,12,0,0.6524873244389104,0.8536997640582911,1
14,1,5,27,6,9,0,0,1,1,0,31,6,5,6,13,0,0,6,9,6,11,0,1.0016894167722983,0.8336581447268189,1
1,1,9,24,8,6,0,0,1,0,0,21,5,8,3,10,3,0,5,10,3,10,1,0.6459640860249881,0.3206216913991853,0
8,1,12,27,10,6,0,0,1,0,1,19,6,7,6,12,0,0,7,7,6,12,-3,1.0015423854997771,1.0003362134390674,1
8,1,12,1,5,6,0,0,1,1,0,22,7,7,6,14,0,0,8,7,8,13,0,0.9998579539350562,0.9942816096329659,1
12,1,3,24,1,1,0,0,1,0,0,28,5,6,2,10,0,0,5,9,5,12,0,0.6485509906291266,0.8611585467947875,0
8,1,9,14,6,4,1,0,1,1,0,18,5,12,2,10,0,0,5,9,3,10,3,0.6135461811810802,0.2694387335042166,0
1,5,12,28,4,11,1,0,1,0,0,19,7,8,6,13,0,0,7,12,8,12,2,0.9990344183218945,0.6874561295944229,0
1,1,9,27,9,10,0,0,1,1,0,20,5,8,2,10,0,0,5,10,3,12,1,0.20568192177866224,0.3853676989225165,0
1,1,17,28,20,6,0,0,1,0,1,18,5,6,5,15,0,0,5,6,5,14,-3,0.9848995644110501,0.9922272904721406,1
12,2,16,27,10,8,0,0,1,0,0,19,6,10,6,12,0,0,8,8,6,13,0,1.00910306720415,0.8112667558196726,1
1,1,17,1,5,6,1,0,1,0,0,20,5,8,4,13,0,0,5,8,5,13,0,0.6124881746370803,0.8065738551639506,0
13,1,7,10,5,9,1,0,1,1,0,24,5,6,1,11,0,0,5,10,3,10,-3,0.17087041640791173,0.3607767524400173,0
16,1,11,2,5,1,0,1,0,1,0,33,5,10,3,12,0,1,5,9,3,13,0,0.30528564184839974,0.5064260713913226,0
1,5,15,14,2,3,1,0,1,0,0,18,6,6,6,13,0,0,6,6,6,13,0,1.0059374511150045,1.0089816557116398,0
1,1,14,1,10,9,1,0,1,1,0,18,6,6,6,14,0,0,6,6,6,13,1,1.0114717310498804,1.0086822518340508,0
1,1,9,27,10,10,0,0,1,1,1,33,5,8,5,11,0,0,5,7,5,12,1,0.8429217341487926,0.9917622253305929,1
1,1,14,14,5,4,0,0,1,0,0,26,6,6,6,15,0,0,6,9,6,13,3,0.9929934054927237,0.9934364050461747,1
8,3,9,28,10,4,1,0,1,0,1,19,5,8,5,11,0,0,5,6,5,13,-3,0.9948243768208308,0.9901036488559826,1
1,5,12,1,8,4,1,0,1,1,1,18,7,14,6,13,0,0,8,9,3,15,0,0.8215157408040239,0.9971712447537115,0
1,4,5,1,6,4,1,0,1,0,1,21,5,8,5,14,1,0,5,9,4,13,1,0.9927947929632595,0.9894415901111887,1
15,1,11,28,10,9,0,1,1,1,1,20,6,9,6,11,0,0,6,9,6,11,-4,0.6844766353871385,0.8918414146678998,0
12,1,14,14,12,8,0,1,1,0,0,25,5,11,2,12,0,0,5,9,5,13,-3,0.6106073827409652,0.41816731007145125,0
1,1,16,27,10,10,0,0,1,1,0,42,6,8,5,11,0,0,6,7,3,12,1,0.6615231492134148,0.4315947106186122,0
14,9,16,2,6,9,1,0,1,0,0,20,13,14,5,12,0,9,11,12,3,11,0,0.4736808418410252,0.33000286692835534,1
1,3,9,28,6,8,1,0,1,0,1,19,0,0,0,12,0,0,5,0,3,13,1,0.007329871974844713,0.614200097008766,1
14,2,16,2,5,4,1,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,2,-0.010629595433230018,-0.006150482679765405,0
1,1,3,28,10,10,1,0,1,0,1,18,6,8,6,12,0,0,6,8,6,12,1,1.002049356508926,0.9987646626174068,1
1,5,12,3,5,9,0,0,1,0,1,18,7,10,7,13,0,0,8,9,8,13,1,0.8509725707179704,0.8526334393868791,1
12,1,11,1,1,6,0,0,1,1,0,32,6,5,0,11,0,0,6,5,0,0,0,0.024076824439276574,0.017165099543867097,0
12,1,10,1,10,9,1,0,1,1,0,42,5,5,0,0,0,0,5,5,0,0,0,0.006782016261904784,0.007048450245887964,0
1,1,9,27,12,2,0,0,0,0,0,25,5,7,2,13,0,0,5,8,0,0,1,0.013846042645171986,0.022855765340825226,0
13,1,7,1,2,9,0,0,0,0,0,27,5,5,2,0,0,0,5,8,0,0,-3,-0.02853990025508157,0.01941562647892904,0
8,1,15,28,5,11,0,0,1,0,0,18,6,6,6,12,0,0,6,6,6,12,0,1.0083200158857846,1.0021898349344316,1
1,1,14,27,8,6,1,0,1,0,1,19,5,8,4,13,0,0,5,10,5,13,2,0.9965758981547418,0.8652553581830171,1
14,1,16,4,10,3,1,0,1,1,0,21,11,11,6,12,0,0,6,14,6,12,0,1.0037867858116343,1.0008458721782538,1
14,1,12,27,10,10,1,0,1,0,0,24,7,16,7,12,0,0,7,12,7,13,1,0.8642864231720394,0.8386107462312528,0
1,1,7,27,10,10,1,0,0,1,1,38,5,5,0,0,0,0,5,6,0,0,1,0.018954727237811827,-0.01621308582485196,0
12,1,4,27,10,10,0,0,1,1,1,48,6,0,0,0,3,0,6,0,0,0,0,0.023540922564649618,-0.0020684236577294193,0
14,1,3,24,1,1,0,0,1,0,0,36,15,11,17,11,0,8,11,9,3,12,0,0.8476555228097252,0.3718832194719051,0
9,4,12,14,10,11,1,0,1,0,0,19,7,8,6,14,0,0,8,10,8,13,1,0.8533322116420128,0.8530564254794167,1
1,2,12,27,6,6,1,0,1,0,1,19,7,8,6,15,0,0,8,9,8,13,2,1.00361807729995,0.9948260615965453,1
1,5,12,27,10,6,0,0,1,0,1,25,8,8,7,12,0,0,8,9,7,14,0,0.8652196637895236,0.8379428581641454,1
14,1,2,28,10,9,1,0,1,0,0,21,6,12,9,11,0,1,10,12,6,13,0,0.635430983012903,0.4807045790423174,0
1,1,17,27,10,10,1,0,1,0,0,20,10,13,9,11,0,0,11,11,8,14,3,0.9948193128490429,1.0044110936937942,1
14,1,6,27,5,10,0,1,1,1,0,20,10,12,2,10,0,4,6,16,3,10,-4,0.45771905280513947,0.4878169496199893,0
1,1,12,28,6,8,1,0,1,1,1,18,8,7,7,13,0,0,8,7,8,13,1,0.9984439165196657,0.8430526620736204,1
1,1,12,27,10,10,0,0,1,0,1,18,8,8,7,11,0,0,8,9,7,12,0,0.8512819006158853,0.8800484223470846,1
15,1,15,28,8,11,0,0,1,0,0,21,6,12,6,13,0,0,6,6,0,11,0,0.6624386798103583,0.39632214724734943,0
1,1,3,27,5,11,0,0,1,1,1,25,6,5,13,12,0,0,6,9,6,13,0,0.6413189897047908,0.989329230967283,1
1,1,2,14,3,12,1,0,1,1,0,26,0,0,0,0,0,0,5,0,0,0,0,0.002651961721559561,0.001694004801051818,0
1,1,11,27,10,9,0,0,1,1,0,31,6,7,6,11,0,0,6,7,6,12,0,1.009048460668556,1.003220202342272,1
14,1,13,27,10,10,0,0,1,1,0,36,5,6,0,0,0,0,0,0,0,0,1,0.0311838999219918,0.014574936507364852,0
1,1,15,28,5,13,1,0,1,0,0,21,6,6,6,12,0,0,6,6,6,13,3,1.0033316699213712,1.0056235074185729,1
9,1,12,1,6,11,0,0,1,1,0,21,7,12,7,11,0,0,8,8,7,13,0,0.848480259651785,0.8408488231180142,1
1,3,2,27,5,11,1,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,2,-0.009334211609879748,-0.025399658324168836,0
7,1,9,28,6,4,0,0,1,0,0,29,5,5,5,12,0,0,5,9,5,14,0,0.9878887922512569,0.9986423350346559,1
1,1,12,27,10,10,1,0,1,0,1,18,8,8,7,13,0,0,8,8,7,13,-3,0.6694719268907152,0.3310156948662816,1
1,3,9,27,6,11,1,0,1,1,1,19,5,5,5,11,0,0,5,5,5,13,-3,0.9851080543985259,0.9926886259387364,1
1,1,9,14,6,9,0,0,1,0,1,18,5,5,5,12,0,0,5,6,5,14,1,1.0062369444873958,1.0039957533307795,1
1,1,2,3,5,3,1,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0.004261420658493251,-0.007408237269659034,0
14,1,3,28,10,8,0,0,1,1,0,46,11,16,18,12,0,9,12,13,8,13,0,0.8451634099154213,0.999235266825083,1
14,1,12,27,8,11,0,0,1,0,0,33,7,10,0,10,0,0,8,8,0,0,0,0.01350675422900699,0.0034712148632919516,0
1,1,2,27,6,3,1,0,1,0,1,20,5,6,2,11,0,0,5,12,3,13,3,0.5675834221138419,0.8131276038172326,1
14,1,12,28,5,8,1,0,1,0,1,22,7,11,7,12,0,0,8,8,7,12,-3,0.8311419028389284,0.8411635829607458,1
1,1,10,28,5,10,1,0,1,0,1,18,6,6,6,13,0,0,6,6,6,13,-3,0.9992554624905919,1.0113913887215613,1
1,1,12,3,10,8,0,0,1,0,0,20,8,12,4,11,0,0,8,13,7,10,1,0.7214215017710665,0.8476329500948456,0
12,1,14,27,10,7,1,0,1,1,0,36,6,14,5,12,0,0,6,10,5,13,1,0.8291604031488227,0.8598246700367004,0
1,2,12,14,5,6,1,0,1,0,0,20,8,8,10,14,0,0,8,7,8,13,2,0.9958781876777323,0.9891103504649363,1
17,1,10,27,7,10,1,0,1,0,1,20,11,12,5,11,0,4,6,21,6,12,0,0.6496616178633619,0.8638215031952455,0
1,5,10,27,10,8,1,0,1,0,1,20,6,7,5,12,0,0,6,7,6,12,1,0.8449577085121973,1.0092523572079783,1
1,3,14,14,10,5,1,0,1,1,0,18,5,12,5,13,1,0,5,10,7,12,1,0.6591896538938762,0.8244557233129663,1
14,1,9,28,8,3,1,0,1,0,0,36,5,8,5,14,0,0,5,13,5,12,1,0.5807523446853132,0.37099729983710866,1
14,1,6,1,1,4,0,0,1,0,0,34,7,8,5,13,0,0,5,7,5,13,0,0.8190070897719745,0.619502337058584,1
8,3,12,3,5,4,1,0,1,0,1,20,7,7,7,14,0,0,7,7,6,13,1,0.9902157540043603,0.9925594502583656,1
1,6,2,27,5,6,0,0,0,0,0,24,0,0,0,0,0,0,0,-1,0,0,-1,0.023142034458851598,0.007640287302822196,0
1,1,9,28,1,4,0,1,1,0,0,19,5,10,4,14,0,0,5,9,3,11,0,0.5831628188566951,0.999796164363124,0
16,1,7,3,6,6,0,0,1,1,0,21,5,6,0,0,0,0,5,5,0,0,1,0.0165797891235052,0.022843188057661376,0
12,1,12,28,5,7,0,0,1,0,1,19,8,8,7,14,0,0,7,9,8,15,1,0.8547942424955233,0.8592577684013822,1
1,3,15,14,5,9,1,0,1,1,1,19,6,6,6,13,0,0,6,9,6,13,2,1.0015076741384714,1.0056919131873356,1
12,1,12,1,10,10,0,0,1,0,1,18,7,7,6,14,0,0,8,8,5,15,1,0.999641524412069,0.997447752571179,1
1,3,9,27,10,10,1,0,1,0,0,18,8,8,7,13,0,0,5,8,7,12,-3,0.8263115003367901,0.8761997829880176,1
1,3,14,1,5,4,1,1,1,1,0,18,7,8,5,14,0,0,5,9,3,13,-3,0.6211441837274392,0.6418564993289958,0
1,4,12,27,4,4,0,0,1,0,0,18,5,8,7,11,0,0,5,8,7,11,0,0.7979678177855775,0.8331664931838888,1
12,1,9,27,29,6,0,0,1,1,0,30,5,12,5,10,0,0,5,9,5,10,-3,0.5972164763977788,0.6262053997951939,0
1,2,15,14,6,10,0,0,1,0,1,19,6,6,6,13,0,0,6,6,6,13,2,1.007592774389254,0.9963681632386147,1
14,1,12,3,5,9,0,0,1,0,1,30,8,7,7,14,0,0,8,9,8,14,-4,0.8256839311370844,0.9938530070523213,1
14,1,4,10,10,6,0,0,1,1,0,28,6,22,6,13,0,0,6,20,5,12,3,0.8466165639308809,0.8530349130252592,1
12,1,9,28,10,10,1,0,1,1,1,19,5,8,5,13,0,0,5,5,5,13,1,0.998311768918522,0.8418863252874571,0
1,2,16,28,10,10,1,0,1,0,1,22,6,11,6,12,0,0,8,7,8,13,-3,1.0016086089006342,0.8382098292529973,1
1,5,12,27,10,9,1,0,1,0,1,18,8,9,7,11,0,0,8,8,7,12,0,0.8745619901710622,0.8598408261259002,1
1,3,12,28,5,5,1,0,1,1,0,20,7,10,0,13,0,0,7,10,0,0,0,0.03922220496631481,-0.015554251320737476,0
