Unnamed: 0,Application mode,Application order,Course,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,units_approved_rate_1st,units_approved_rate_2nd,Target_Graduate
1373,1,1,15,28,4,6,1,0,1,1,0,19,6,8,5,12,0,0,6,8,5,12,-3,0.8333333333333334,0.8333333333333334,1
1374,4,1,13,27,5,9,0,0,0,1,0,23,7,7,3,13,0,3,8,8,3,11,1,0.42857142857142855,0.375,0
1375,1,1,2,1,6,2,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1376,8,1,9,1,10,4,1,0,1,1,0,18,5,6,5,12,0,0,5,7,4,12,-4,1.0,0.8,0
1377,1,1,2,14,8,8,1,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
1378,1,5,5,27,6,6,1,1,0,1,0,21,6,6,1,14,0,0,6,7,0,0,-3,0.16666666666666666,0.0,0
1379,16,1,10,1,6,10,0,0,1,1,0,22,6,6,0,0,0,0,6,7,0,0,2,0.0,0.0,0
1380,9,1,13,14,3,9,1,0,1,1,0,21,7,8,7,12,0,0,7,11,5,12,3,1.0,0.7142857142857143,1
1381,12,1,12,14,10,10,1,0,0,1,0,32,7,0,0,0,0,0,8,0,0,0,0,0.0,0.0,0
1382,4,1,4,14,5,2,1,0,1,1,0,27,18,21,18,11,0,10,13,16,13,11,-4,1.0,1.0,1
1383,1,1,12,28,10,9,1,0,1,1,0,18,7,7,6,13,0,0,7,7,6,13,0,0.8571428571428571,0.8571428571428571,1
1384,12,1,5,1,6,4,1,0,1,1,1,24,6,6,6,15,0,0,6,6,2,16,-4,1.0,0.3333333333333333,1
1385,1,1,8,27,2,10,1,0,1,1,0,22,5,9,2,10,0,0,5,5,0,0,-1,0.4,0.0,0
1386,14,1,8,3,4,3,1,0,0,1,0,22,6,0,0,0,0,0,4,6,0,0,1,0.0,0.0,0
1387,1,3,9,27,10,6,1,0,1,1,0,19,5,8,5,13,0,0,5,6,5,11,0,1.0,1.0,1
1388,8,6,7,11,5,12,1,0,1,1,0,19,5,10,0,0,0,0,5,5,0,0,0,0.0,0.0,0
1389,1,2,6,14,4,4,1,0,1,1,0,21,5,7,4,11,0,0,5,15,3,10,1,0.8,0.6,0
1390,1,2,12,1,3,8,1,0,1,0,1,18,8,8,8,13,0,0,8,8,8,13,-3,1.0,1.0,1
1391,1,2,11,14,4,11,1,0,1,0,0,18,6,8,6,11,0,0,6,8,5,12,-3,1.0,0.8333333333333334,1
1392,1,1,2,14,10,10,1,1,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1393,8,1,10,14,5,10,1,0,1,0,0,19,6,7,6,12,0,0,6,7,6,13,0,1.0,1.0,1
1394,8,5,15,28,29,39,1,1,1,0,0,19,6,6,5,11,0,0,6,6,6,12,3,0.8333333333333334,1.0,1
1395,8,1,11,1,10,4,1,0,1,0,1,18,6,9,5,11,0,0,6,6,6,11,1,0.8333333333333334,1.0,1
1396,1,1,8,1,4,10,1,0,1,0,0,20,6,11,6,13,0,0,6,10,6,13,0,1.0,1.0,0
1397,15,1,5,27,4,10,0,1,1,0,1,22,7,7,7,13,0,5,9,9,9,13,1,1.0,1.0,1
1398,12,1,13,28,10,10,0,0,1,0,0,31,7,13,6,11,0,0,7,8,7,12,1,0.8571428571428571,1.0,1
1399,8,1,16,14,10,9,0,0,1,0,1,19,7,7,7,14,0,0,7,7,7,14,0,1.0,1.0,1
1400,1,2,2,3,4,4,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
1401,1,2,11,28,10,8,1,0,1,0,1,18,6,8,6,12,0,0,6,9,5,12,3,1.0,0.8333333333333334,1
1402,1,1,6,1,2,12,0,0,1,0,0,21,5,7,5,14,0,0,5,5,5,13,0,1.0,1.0,1
1403,8,5,12,1,10,8,1,0,1,0,1,18,7,8,7,13,0,0,8,9,8,15,0,1.0,1.0,1
1404,15,1,9,27,3,9,0,1,0,1,0,25,5,6,0,0,0,0,5,5,0,0,-4,0.0,0.0,0
1405,6,1,7,3,6,9,0,1,1,1,0,21,5,5,0,0,0,0,6,8,0,0,2,0.0,0.0,0
1406,9,2,12,27,6,6,1,0,1,0,1,19,8,8,7,12,0,0,8,8,7,12,1,0.875,0.875,1
1407,1,2,15,1,10,10,1,0,1,0,0,19,6,6,5,12,0,0,6,7,5,10,1,0.8333333333333334,0.8333333333333334,0
1408,8,1,11,24,6,1,1,0,1,0,0,22,6,10,4,10,0,0,6,14,1,11,0,0.6666666666666666,0.16666666666666666,0
1409,6,1,9,1,10,2,0,0,1,1,0,19,5,5,5,10,0,0,5,8,5,11,1,1.0,1.0,1
1410,12,1,3,27,10,6,0,0,1,0,0,58,6,6,0,0,0,0,6,6,0,0,2,0.0,0.0,0
1411,7,2,10,27,10,8,1,0,1,0,1,19,6,8,4,11,0,0,6,6,6,12,1,0.6666666666666666,1.0,1
1412,14,1,14,27,10,10,1,0,1,1,0,23,9,11,6,10,0,4,10,10,10,11,-3,0.6666666666666666,1.0,1
1413,1,2,15,27,10,10,1,0,1,0,1,19,6,11,4,11,0,0,6,11,3,11,-3,0.6666666666666666,0.5,0
1414,9,3,12,1,5,8,1,0,1,0,0,18,7,7,7,13,0,0,8,8,8,14,0,1.0,1.0,1
1415,1,2,6,14,12,12,0,0,1,0,0,20,5,6,5,12,0,0,5,8,4,12,0,1.0,0.8,1
1416,8,5,6,14,12,8,0,0,0,0,0,18,6,0,0,0,0,0,6,0,0,0,-1,0.0,0.0,0
1417,8,1,14,14,6,6,0,0,1,0,0,18,6,6,6,13,0,0,6,8,5,13,3,1.0,0.8333333333333334,1
1418,8,4,9,14,6,8,1,1,1,0,1,18,5,5,5,11,0,0,5,5,5,11,2,1.0,1.0,1
1419,12,1,8,28,10,11,0,0,1,0,0,24,6,9,6,12,0,0,6,10,5,12,2,1.0,0.8333333333333334,0
1420,8,4,16,27,10,6,1,0,1,0,0,18,6,7,5,11,0,0,6,7,5,11,1,0.8333333333333334,0.8333333333333334,0
1421,1,3,9,28,6,8,1,0,1,0,1,19,5,5,5,11,0,0,5,11,3,12,-3,1.0,0.6,0
1422,8,3,10,28,10,8,1,0,1,0,1,19,6,8,6,11,0,0,6,6,6,11,3,1.0,1.0,1
1423,1,1,11,28,7,7,1,0,1,0,0,18,6,6,6,10,0,0,6,6,6,11,0,1.0,1.0,1
1424,1,2,8,27,10,10,1,0,1,0,0,18,5,10,4,13,1,0,5,5,5,13,-1,0.8,1.0,0
1425,1,1,2,14,6,6,1,0,1,0,1,19,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
1426,15,1,6,4,3,7,0,0,1,0,0,22,6,9,6,13,0,1,6,9,4,11,0,1.0,0.6666666666666666,1
1427,1,1,11,27,2,2,1,0,1,0,0,19,6,9,5,13,0,0,6,16,2,13,1,0.8333333333333334,0.3333333333333333,0
1428,8,1,10,27,10,10,1,0,1,0,1,21,6,8,3,10,0,0,6,13,4,12,-1,0.5,0.6666666666666666,0
1429,8,1,15,28,10,8,1,0,1,0,1,21,6,6,5,13,0,0,6,7,6,12,3,0.8333333333333334,1.0,1
1430,1,3,12,28,6,8,1,0,1,0,1,18,8,11,7,12,0,0,8,11,7,12,1,0.875,0.875,1
1431,1,5,16,10,5,10,1,0,1,0,0,20,6,12,4,12,0,0,6,11,1,10,1,0.6666666666666666,0.16666666666666666,0
1432,1,3,11,28,8,8,1,0,1,0,1,18,6,9,6,10,0,0,6,8,5,11,0,1.0,0.8333333333333334,0
1433,7,3,5,28,5,9,1,0,1,0,0,19,6,6,6,15,0,0,6,9,6,15,-1,1.0,1.0,1
1434,1,2,12,28,10,10,1,0,1,0,1,18,7,9,6,12,0,0,8,11,6,12,2,0.8571428571428571,0.75,0
1435,6,1,9,1,4,5,0,1,0,1,0,26,7,7,6,13,0,2,6,6,2,14,2,0.8571428571428571,0.3333333333333333,0
1436,6,1,7,3,21,31,0,1,1,0,0,19,6,11,2,13,1,0,5,11,2,11,3,0.3333333333333333,0.4,0
1437,12,1,3,27,10,10,0,0,1,0,0,35,6,7,6,12,0,0,6,6,6,12,-4,1.0,1.0,1
1438,9,1,14,1,10,10,1,0,1,0,1,19,6,7,6,13,0,0,6,6,6,14,1,1.0,1.0,1
1439,1,1,6,27,10,7,1,0,1,1,0,18,5,6,4,11,0,0,5,10,5,12,1,0.8,1.0,1
1440,1,5,14,14,8,4,0,0,1,1,0,19,5,5,4,12,0,0,5,5,4,14,0,0.8,0.8,1
1441,1,1,2,1,10,10,1,0,1,1,0,25,17,19,17,11,0,14,17,22,17,12,1,1.0,1.0,1
1442,8,6,11,1,5,4,1,0,1,1,0,18,6,6,6,14,0,0,6,6,6,14,2,1.0,1.0,1
1443,8,1,4,4,10,6,1,1,0,1,0,26,6,8,0,0,0,0,6,10,0,0,0,0.0,0.0,0
1444,14,1,17,1,7,7,0,0,1,1,0,34,5,5,5,13,0,0,5,6,5,13,-3,1.0,1.0,1
1445,1,2,11,14,5,4,1,0,0,1,0,18,5,6,0,0,0,0,5,5,0,0,-1,0.0,0.0,0
1446,1,1,2,20,4,6,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,-3,0.0,0.0,0
1447,8,3,7,14,5,4,1,0,1,1,1,18,5,9,4,12,0,0,5,9,3,12,3,0.8,0.6,0
1448,15,1,4,27,10,5,0,0,1,1,0,20,6,12,3,11,0,0,6,12,3,13,1,0.5,0.5,0
1449,15,1,5,14,5,5,0,0,1,1,0,25,7,9,6,12,0,5,9,9,9,12,0,0.8571428571428571,1.0,1
1450,8,1,8,1,5,2,0,0,1,1,0,18,6,9,6,12,0,0,6,10,5,12,2,1.0,0.8333333333333334,0
1451,1,1,4,27,10,10,1,0,1,1,0,19,12,17,11,12,2,4,12,21,12,12,-4,0.9166666666666666,1.0,1
1452,1,1,2,1,5,2,1,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
1453,9,2,10,27,6,8,1,0,1,1,1,20,7,9,6,12,0,2,6,6,6,11,1,0.8571428571428571,1.0,1
1454,1,1,7,1,3,4,0,0,1,1,0,20,5,9,4,11,0,0,5,7,4,12,0,0.8,0.8,0
1455,1,2,9,27,5,10,1,0,1,1,1,19,5,5,0,0,0,0,5,5,0,0,2,0.0,0.0,0
1456,1,1,9,14,5,6,0,0,1,1,0,20,5,9,5,12,0,0,5,9,4,13,3,1.0,0.8,0
1457,1,6,12,1,4,8,1,0,1,1,0,18,7,8,6,13,0,0,8,12,6,12,2,0.8571428571428571,0.75,0
1458,1,1,14,28,21,35,1,0,1,1,0,19,6,10,4,12,0,0,6,12,1,10,0,0.6666666666666666,0.16666666666666666,0
1459,9,1,9,27,8,8,1,0,0,1,0,20,5,5,0,0,0,0,5,0,0,0,-3,0.0,0.0,0
1460,12,1,14,27,8,8,0,0,1,1,0,24,6,15,4,10,0,0,6,16,4,12,-4,0.6666666666666666,0.6666666666666666,0
1461,15,1,4,28,10,9,1,0,1,1,0,20,6,8,5,12,0,0,6,11,6,12,0,0.8333333333333334,1.0,1
1462,1,3,14,14,3,9,1,0,1,1,0,19,5,7,3,11,0,0,5,5,4,12,-3,0.6,0.8,0
1463,16,1,7,14,5,5,0,0,1,1,0,23,5,7,2,13,0,0,5,11,1,10,3,0.4,0.2,0
1464,8,2,11,14,5,4,1,0,1,1,0,20,6,8,6,11,0,0,6,9,5,10,0,1.0,0.8333333333333334,0
1465,14,4,3,24,1,1,0,0,1,1,0,21,11,11,11,12,0,3,11,17,8,12,-3,1.0,0.7272727272727273,1
1466,8,2,7,10,10,10,1,0,1,1,0,20,5,6,3,11,0,0,5,6,0,0,1,0.6,0.0,0
1467,8,5,7,28,5,5,1,0,1,1,0,21,5,10,4,13,0,0,5,7,4,14,0,0.8,0.8,0
1468,1,1,15,14,10,8,0,0,1,1,1,18,6,6,6,15,0,0,6,6,6,14,2,1.0,1.0,1
1469,1,3,11,1,5,4,1,0,1,1,0,18,6,8,6,12,0,0,6,6,6,13,2,1.0,1.0,1
1470,8,1,9,28,4,8,1,0,1,1,0,18,5,13,5,12,0,0,5,9,4,11,0,1.0,0.8,0
1471,15,1,4,3,8,2,1,0,1,1,0,20,6,12,4,11,0,0,6,11,5,11,-4,0.6666666666666666,0.8333333333333334,0
1472,8,1,15,28,5,10,0,0,1,1,1,18,6,7,6,11,0,0,6,8,6,12,0,1.0,1.0,1
1473,8,1,15,27,1,5,1,0,1,1,0,19,6,12,0,0,1,0,6,0,0,0,-3,0.0,0.0,0
1474,8,1,7,3,10,11,1,0,1,1,0,20,5,7,4,12,0,0,5,8,2,12,1,0.8,0.4,0
1475,8,1,8,28,5,8,0,0,1,1,0,19,5,11,4,12,1,0,5,9,5,12,-3,0.8,1.0,1
1476,12,1,17,27,10,6,1,1,1,1,0,33,5,11,2,12,0,0,5,9,2,11,-1,0.4,0.4,0
1477,16,1,2,1,4,4,1,0,1,1,0,21,12,12,12,13,0,4,11,16,11,13,3,1.0,1.0,1
1478,12,1,4,14,5,5,0,1,0,1,0,25,6,17,2,14,2,0,6,13,0,0,-4,0.3333333333333333,0.0,0
1479,1,1,6,1,5,10,1,0,1,1,1,20,6,10,4,13,0,0,6,8,0,0,1,0.6666666666666666,0.0,0
1480,17,1,6,1,10,5,1,0,1,1,1,22,7,11,5,12,0,4,8,14,5,14,3,0.7142857142857143,0.625,0
1481,12,1,15,27,10,2,0,0,1,0,0,39,6,10,4,11,0,0,6,6,6,11,1,0.6666666666666666,1.0,1
1482,1,2,14,1,3,7,1,0,1,1,1,21,6,8,6,15,0,0,6,7,6,14,3,1.0,1.0,1
1483,8,1,11,1,10,10,0,0,1,0,1,19,6,8,6,11,0,0,6,7,4,13,0,1.0,0.6666666666666666,1
1484,12,1,12,27,10,8,0,0,1,0,1,26,7,8,6,10,0,0,7,8,6,10,0,0.8571428571428571,0.8571428571428571,1
1485,9,2,10,1,5,4,1,0,1,0,1,19,6,8,4,10,0,0,6,11,5,11,-4,0.6666666666666666,0.8333333333333334,1
1486,17,1,6,3,5,3,1,0,0,0,1,20,12,15,11,13,0,4,9,13,7,14,3,0.9166666666666666,0.7777777777777778,1
1487,8,1,14,27,5,10,1,0,1,0,1,25,6,8,6,11,0,0,6,10,5,12,-4,1.0,0.8333333333333334,0
1488,14,1,3,27,9,6,0,0,1,1,0,24,6,13,0,0,3,0,6,6,0,0,0,0.0,0.0,0
1489,8,6,7,14,5,1,1,0,1,1,0,20,5,7,4,13,0,0,5,9,5,14,0,0.8,1.0,1
1490,12,1,4,27,10,10,0,0,1,1,0,29,6,9,6,16,0,0,6,7,6,13,0,1.0,1.0,1
1491,1,1,15,3,10,10,0,0,1,1,0,20,6,8,6,11,0,0,6,8,6,11,0,1.0,1.0,1
1492,15,1,8,4,3,3,1,0,1,1,0,20,6,15,4,10,0,0,6,12,2,10,0,0.6666666666666666,0.3333333333333333,0
1493,12,1,14,1,6,9,1,0,1,1,1,24,6,10,4,11,0,0,6,8,5,13,2,0.6666666666666666,0.8333333333333334,1
1494,12,1,12,3,3,3,0,1,1,1,0,24,7,21,0,0,3,0,7,7,0,0,0,0.0,0.0,0
1495,4,1,7,1,3,6,0,0,1,1,0,23,5,5,5,13,0,0,5,7,5,14,2,1.0,1.0,1
1496,14,1,13,27,6,6,1,0,1,1,0,20,7,8,7,13,0,0,8,8,8,14,-4,1.0,1.0,1
1497,8,2,14,1,5,11,1,0,1,1,0,19,6,8,6,13,0,0,6,8,5,13,-4,1.0,0.8333333333333334,1
1498,12,1,4,27,10,9,0,0,1,1,0,28,6,12,5,12,0,0,6,10,6,12,2,0.8333333333333334,1.0,0
1499,15,1,4,28,5,5,1,0,1,1,1,20,6,9,6,13,0,0,6,9,5,12,0,1.0,0.8333333333333334,1
1500,1,1,5,27,4,4,0,0,1,1,0,18,6,6,6,14,0,0,6,7,6,13,3,1.0,1.0,1
1501,1,1,14,1,12,12,1,1,1,1,0,20,6,10,1,12,1,0,6,0,0,0,1,0.16666666666666666,0.0,0
1502,12,1,17,14,6,4,1,0,1,1,0,33,5,5,5,14,0,0,5,6,5,13,1,1.0,1.0,1
1503,12,1,12,27,29,42,0,0,1,0,0,35,7,11,5,13,0,0,7,9,5,10,1,0.7142857142857143,0.7142857142857143,0
1504,12,1,12,27,10,8,0,0,1,0,0,27,8,12,7,12,0,3,8,12,7,12,-1,0.875,0.875,0
1505,8,5,15,28,8,8,1,0,0,0,0,19,6,12,3,11,0,0,6,12,3,12,-3,0.5,0.5,0
1506,12,1,17,14,10,10,0,0,1,0,1,31,5,13,4,10,0,0,5,10,4,10,-4,0.8,0.8,0
1507,1,1,2,27,8,8,1,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,-3,0.0,0.0,1
1508,14,1,5,27,8,8,1,0,1,1,0,22,13,13,13,14,0,7,12,13,12,13,-4,1.0,1.0,1
1509,14,1,12,1,7,7,0,0,1,0,0,39,7,0,0,0,0,0,8,0,0,0,-1,0.0,0.0,0
1510,8,1,11,1,5,9,1,0,0,1,0,22,1,1,0,0,0,0,6,0,0,0,1,0.0,0.0,0
1511,12,1,17,14,10,11,0,0,1,1,0,47,5,8,4,10,0,0,5,8,4,12,-3,0.8,0.8,0
1512,8,1,2,27,6,10,1,0,1,1,1,19,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,1
1513,5,1,11,1,10,10,1,0,1,0,0,19,6,6,6,13,0,0,6,6,6,14,1,1.0,1.0,1
1514,8,1,12,27,10,10,1,0,1,0,0,19,7,0,0,0,0,0,8,0,0,0,-4,0.0,0.0,0
1515,1,1,2,27,10,8,1,0,1,0,1,21,17,18,17,13,0,15,17,18,17,14,2,1.0,1.0,1
1516,4,1,12,1,5,2,1,0,0,0,0,39,7,0,0,0,0,0,8,0,0,0,1,0.0,0.0,0
1517,8,1,2,1,5,2,1,0,1,1,0,19,12,12,12,13,0,4,11,12,11,13,3,1.0,1.0,1
1518,1,1,2,14,10,9,0,0,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1519,12,1,9,1,10,5,1,1,0,1,0,24,5,5,0,0,0,0,5,5,0,0,-1,0.0,0.0,0
1520,12,1,17,14,10,10,1,0,1,1,0,27,5,9,1,10,0,0,5,5,0,0,-1,0.2,0.0,0
1521,12,1,17,27,10,10,0,0,1,1,0,29,5,5,5,15,0,0,5,5,5,15,2,1.0,1.0,1
1522,8,1,6,1,10,5,1,0,1,1,0,20,6,12,4,12,0,0,6,17,0,0,1,0.6666666666666666,0.0,0
1523,1,1,14,1,8,5,0,0,1,1,0,21,5,7,5,11,0,0,5,5,4,11,-3,1.0,0.8,0
1524,1,1,2,2,3,3,1,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1525,1,1,12,1,5,4,0,0,1,1,0,19,8,9,7,12,0,0,8,9,7,12,-1,0.875,0.875,1
1526,8,1,15,1,6,2,0,1,0,1,0,19,6,6,6,12,0,0,6,10,4,12,-4,1.0,0.6666666666666666,0
1527,12,1,7,27,10,10,0,0,1,1,1,28,5,12,3,10,0,0,5,10,3,12,1,0.6,0.6,1
1528,6,1,11,1,10,8,1,0,0,0,0,21,6,6,6,11,0,0,6,10,4,13,0,1.0,0.6666666666666666,1
1529,5,1,12,3,3,10,1,1,0,0,0,23,8,11,7,11,0,0,8,11,7,11,-1,0.875,0.875,0
1530,12,1,4,14,10,5,0,0,1,0,0,39,6,15,2,13,2,0,6,13,3,13,-4,0.3333333333333333,0.5,0
1531,8,3,12,1,10,6,1,0,1,0,0,18,7,7,6,13,0,0,7,7,6,13,0,0.8571428571428571,0.8571428571428571,1
1532,6,1,15,27,10,7,0,0,1,0,0,59,6,8,6,12,0,0,6,7,4,11,2,1.0,0.6666666666666666,1
1533,4,1,7,3,3,8,0,1,1,1,0,30,5,6,4,14,0,0,5,10,3,16,0,0.8,0.6,0
1534,1,1,6,28,10,10,1,0,1,0,0,18,5,7,5,14,1,0,5,5,5,13,-1,1.0,1.0,1
1535,15,1,17,27,10,10,0,0,1,0,0,41,6,10,4,12,0,3,7,9,6,12,-3,0.6666666666666666,0.8571428571428571,0
1536,12,1,12,14,10,9,1,0,1,0,0,27,7,14,0,0,0,0,7,14,0,0,2,0.0,0.0,0
1537,1,1,10,14,10,11,1,0,1,0,1,18,6,6,6,12,0,0,6,6,6,12,-3,1.0,1.0,1
1538,9,5,16,14,8,8,1,1,0,0,0,20,6,14,2,12,0,0,6,14,3,11,1,0.3333333333333333,0.5,0
1539,12,1,7,27,5,8,0,0,0,0,0,32,5,6,0,0,0,0,5,5,0,0,-1,0.0,0.0,0
1540,8,1,9,27,4,6,1,0,1,0,0,19,5,5,3,11,0,0,5,10,4,10,-3,0.6,0.8,0
1541,12,1,16,27,8,9,0,0,1,0,0,41,6,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0
1542,8,5,3,14,12,12,0,0,1,0,0,38,5,12,1,10,0,0,5,10,0,0,1,0.2,0.0,0
1543,4,1,8,1,5,10,0,0,1,1,0,35,7,8,0,0,1,0,6,9,0,0,3,0.0,0.0,0
1544,12,1,3,24,1,1,1,0,1,0,0,27,6,11,4,12,0,0,6,16,3,12,0,0.6666666666666666,0.5,0
1545,8,1,5,27,5,10,1,0,1,0,0,19,6,10,4,12,1,0,6,6,6,12,0,0.6666666666666666,1.0,1
1546,9,1,15,27,10,6,0,0,0,0,0,18,6,7,5,12,0,0,6,6,5,11,2,0.8333333333333334,0.8333333333333334,0
1547,12,1,17,24,1,1,0,0,0,0,0,39,5,5,0,0,0,0,5,5,0,0,0,0.0,0.0,0
1548,4,1,11,27,10,10,0,0,0,0,0,37,5,5,0,0,0,0,5,10,0,0,1,0.0,0.0,0
1549,12,1,12,28,10,10,0,0,0,0,0,37,8,8,0,0,1,0,8,8,0,0,-1,0.0,0.0,0
1550,14,1,3,24,1,1,0,0,1,0,1,35,16,16,16,12,0,11,13,13,13,12,-3,1.0,1.0,1
1551,14,1,9,27,10,10,0,0,1,0,0,49,13,22,10,10,0,4,9,18,6,10,-1,0.7692307692307693,0.6666666666666666,1
1552,4,1,9,27,10,10,0,0,1,0,0,52,15,26,14,10,0,9,12,16,12,10,0,0.9333333333333333,1.0,1
1553,1,2,6,28,6,6,1,0,1,0,0,18,5,10,5,14,2,0,5,8,5,13,-3,1.0,1.0,1
1554,12,1,3,27,10,10,0,0,1,0,1,30,7,7,6,14,1,0,6,7,6,14,1,0.8571428571428571,1.0,1
1555,1,2,12,14,3,8,1,0,1,0,0,21,7,7,7,12,0,0,8,8,8,14,2,1.0,1.0,1
1556,1,1,7,14,10,6,1,0,1,1,0,20,5,5,0,0,0,0,5,0,0,0,-3,0.0,0.0,0
1557,8,1,9,28,7,7,1,1,1,1,0,18,5,9,0,0,0,0,5,5,0,0,0,0.0,0.0,0
1558,7,1,2,27,10,10,1,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1559,1,3,12,14,3,11,1,0,1,1,0,18,8,8,8,13,0,0,8,8,8,13,-3,1.0,1.0,1
1560,6,1,1,3,3,5,0,0,1,1,0,20,7,10,7,12,0,0,7,7,4,12,3,1.0,0.5714285714285714,0
1561,8,1,8,14,6,8,1,0,1,0,0,21,6,12,5,13,0,0,6,10,4,14,1,0.8333333333333334,0.6666666666666666,0
1562,1,4,9,1,4,5,1,0,1,0,1,22,5,6,3,14,0,0,5,8,5,12,2,0.6,1.0,1
1563,15,1,8,14,6,6,1,1,0,0,0,20,6,11,3,12,0,0,6,11,2,11,1,0.5,0.3333333333333333,0
1564,8,4,6,1,4,10,0,0,1,0,0,20,6,9,6,13,0,0,6,8,4,14,0,1.0,0.6666666666666666,0
1565,8,6,10,14,8,8,1,0,1,0,1,19,6,8,6,13,0,0,6,7,6,12,-1,1.0,1.0,1
1566,8,5,12,28,10,6,1,0,1,0,1,18,7,8,7,14,0,0,8,9,8,15,0,1.0,1.0,1
1567,1,2,9,14,5,5,1,0,1,1,0,21,5,9,4,10,0,0,5,6,5,11,2,0.8,1.0,1
1568,6,1,13,1,10,5,0,1,1,0,0,19,7,11,0,0,4,0,7,11,2,11,3,0.0,0.2857142857142857,0
1569,14,1,8,27,10,7,0,0,1,0,0,37,6,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0
1570,1,1,3,27,10,10,1,0,1,0,0,45,12,14,12,14,0,2,7,12,7,13,0,1.0,1.0,0
1571,12,1,4,27,10,11,0,1,0,1,0,38,6,8,0,0,0,0,6,10,0,0,0,0.0,0.0,0
1572,12,1,17,27,12,12,1,0,0,1,0,55,5,5,0,0,0,0,5,5,0,0,0,0.0,0.0,0
1573,12,1,4,27,10,8,0,1,0,0,0,28,6,17,5,13,0,0,6,11,4,11,0,0.8333333333333334,0.6666666666666666,0
1574,4,1,17,27,7,7,0,0,1,0,0,46,8,12,8,12,0,4,9,11,5,12,3,1.0,0.5555555555555556,1
1575,1,4,2,14,5,5,1,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
1576,12,2,14,27,10,10,0,0,1,0,0,46,6,10,5,11,0,0,6,9,4,13,1,0.8333333333333334,0.6666666666666666,0
1577,12,1,17,27,6,6,0,0,1,0,0,28,5,9,4,11,0,0,5,7,4,13,0,0.8,0.8,0
1578,1,3,6,14,10,9,1,1,0,0,0,18,5,7,3,13,0,0,5,8,3,12,0,0.6,0.6,0
1579,7,1,2,27,10,10,1,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0
1580,1,1,15,27,10,8,1,0,1,1,1,21,6,6,6,13,0,0,6,6,6,14,-1,1.0,1.0,1
1581,7,2,5,3,5,3,1,0,1,0,0,18,6,11,1,11,1,0,6,11,4,11,0,0.16666666666666666,0.6666666666666666,0
1582,14,1,17,27,4,10,0,0,1,0,0,34,5,9,0,0,0,0,5,10,1,11,0,0.0,0.2,0
1583,8,1,16,28,10,10,1,0,1,0,1,21,6,9,5,12,0,0,6,8,5,11,1,0.8333333333333334,0.8333333333333334,0
1584,1,1,15,14,10,10,1,0,1,0,1,18,6,8,5,13,0,0,6,7,6,13,-4,0.8333333333333334,1.0,1
1585,1,1,2,28,10,9,1,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
1586,1,1,9,27,8,8,1,0,1,0,0,18,5,8,4,12,0,0,5,8,4,12,-3,0.8,0.8,0
1587,8,2,7,2,4,4,1,0,1,1,0,21,5,10,5,11,0,0,5,10,3,10,1,1.0,0.6,0
1588,8,1,11,27,6,5,1,0,1,1,0,19,6,13,2,10,0,0,6,11,1,12,1,0.3333333333333333,0.16666666666666666,0
1589,8,2,3,14,5,13,1,0,1,1,0,22,6,7,6,12,0,0,6,6,6,12,0,1.0,1.0,1
1590,15,1,4,14,5,8,0,0,1,1,0,23,6,6,1,11,0,0,6,8,0,0,-4,0.16666666666666666,0.0,0
1591,8,4,2,1,3,11,1,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,-3,0.0,0.0,0
1592,1,4,9,28,6,6,1,0,1,1,0,18,5,6,4,11,0,0,5,12,2,10,1,0.8,0.4,0
1593,1,3,2,27,10,4,1,1,0,1,1,19,0,0,0,0,0,0,0,0,0,0,-3,0.0,0.0,0
1594,8,1,9,28,10,10,1,0,1,1,0,19,5,10,2,10,0,0,5,5,4,11,1,0.4,0.8,0
